item_type,date_uploaded,source_file,item_id,title,date,source_url,phys_format,dig_format,rights,image_url,creators,description,subject_headings,source_collection,url,notes
Item,2024-12-15,item-metadata-gardens\item_metadata-stereo.1s04657.json,2016646706,Washington Monument and fountain,1860-01-01,https://www.loc.gov/item/2016646706/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on publication.,https://tile.loc.gov/storage-services/service/pnp/stereo/1s00000/1s04000/1s04600/1s04657v.jpg#h=524&w=1024,"['Anderson, D. H. (David H.), 1827-1905, photographer.']","Photograph shows a group standing around a frozen fountain in Capitol Square, near the Washington Monument in Richmond, Virginia.","['United States--History--Civil War, 1861-1865,--Virginia--Richmond']",Not found,//www.loc.gov/pictures/item/2016646706/,"['Purchase; Robin Stanford; 2015; (DLC/PP-2015:022).', 'Title from item.', 'From series: Views of Richmond and Vicinity, and mountain scenery of Virginia and West Va.', 'Forms part of: The Robin G. Stanford Collection.', 'Digitized 2015 Funding from Center for Civil War Photography.']"
Item,2024-12-15,item-metadata-gardens\item_metadata-stereo.1s06147.json,2017648032,Botanical Gardens,1880,https://www.loc.gov/item/2017648032/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on publication.,https://tile.loc.gov/storage-services/service/pnp/stereo/1s00000/1s06000/1s06100/1s06147v.jpg#h=542&w=1024,[],Not found,"['United States Botanic Garden--1880', 'Botanical gardens--Washington (D.C.)--1880', 'Greenhouses--Washington (D.C.)--1880', 'Plants--Washington (D.C.)--1880', 'Washington (D.C.)--1880']",Not found,https://www.loc.gov/pictures/item/2017648032/,"['On mount: The Capitol Illustrated. Stately Public Buildings, Beautiful Gardens & c. ; Washington and Vicinity, Historic Scenery, Statuary and Paintings.', 'On mount: Washington, the Federal City, remarkable for the grandeur and architectural beauty of its Public Buildings, National Monuments, Libraries, and historic memories.', 'On verso: Metropolitan and Suburban Views, Washington, D.C.', 'Agile Display #10.06.', 'Title from item.', 'Exhibited in: ""U.S. Botanic Garden: Origins of a National Garden,"" Agile Display, Library of Congress, February 11 -  2020.']"
Item,2024-12-15,item-metadata-gardens\item_metadata-stereo.1s07844.json,2017659035,"Park fountain playing / photographed by J.N. Wilson, No. 143 Broughton Street, Savannah, Ga.",1860,https://www.loc.gov/item/2017659035/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on publication.,https://tile.loc.gov/storage-services/service/pnp/stereo/1s00000/1s07000/1s07800/1s07844v.jpg#h=532&w=1024,"['Wilson, J. N. (Jerome Nelson), 1827-1897, photographer']","Photo shows the Forsyth Park Fountain, installed in 1858.","['Fountains--Georgia--Savannah--1860-1880', 'Parks--Georgia--Savannah--1860-1880', 'Savannah (Ga.)--1860-1880']",Not found,https://www.loc.gov/pictures/item/2017659035/,"['No. 14.', 'Title from item.', 'Forms part of: Marian S. Carson Collection at the Library of Congress.']"
Item,2024-12-15,item-metadata-gardens\item_metadata-stereo.1s08717.json,2017651458,Garden Gethsemine,1900-01-01,https://www.loc.gov/item/2017651458/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on publication.,https://tile.loc.gov/storage-services/service/pnp/stereo/1s00000/1s08000/1s08700/1s08717v.jpg#h=527&w=1024,[],Not found,"['Gardens--Jerusalem--1900', 'Archaeological sites--1900', 'Garden of Gethsemane (Jerusalem)']",Not found,https://www.loc.gov/pictures/item/2017651458/,"['No. 99.', 'Title from item.', 'Forms part of the Marian S. Carson Collection at the Library of Congress.']"
Item,2024-12-15,item-metadata-gardens\item_metadata-stereo.1s26666.json,2020681423,"Buddhist pagoda in the Burmese style, Eden Gardens, Calcutta, India",1907-01-01,https://www.loc.gov/item/2020681423/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on publication.,https://tile.loc.gov/storage-services/service/pnp/stereo/1s20000/1s26000/1s26600/1s26666v.jpg#h=538&w=1024,[],Not found,"['Gardens--India--1900-1910', 'India--1900-1910']",Not found,https://www.loc.gov/pictures/item/2020681423/,"['No. 2218.', 'Title from item.']"
Item,2024-12-15,item-metadata-gardens\item_metadata-stereo.1s30968.json,2020634322,"A spring day in the Kabota iris gardens--children playing among the tall flower stalks, Omori, Japan",1904-01-01,https://www.loc.gov/item/2020634322/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on publication.,https://tile.loc.gov/storage-services/service/pnp/stereo/1s30000/1s30000/1s30900/1s30968v.jpg#h=529&w=1024,"['Underwood & Underwood, publisher.']",Not found,['Omori (Japan)--1900-1910'],Not found,https://www.loc.gov/pictures/item/2020634322/,"['No. 3973.', 'Title from item.']"
Item,2024-12-15,item-metadata-gardens\item_metadata-stereo.1s31930.json,2020637604,"Immense bamboos of the world-famed botanical gardens, Buitenzorg, Java",1915-01-01,https://www.loc.gov/item/2020637604/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on publication.,https://tile.loc.gov/storage-services/service/pnp/stereo/1s30000/1s31000/1s31900/1s31930v.jpg#h=529&w=1024,"['Underwood & Underwood, publisher.']",Not found,"['Bamboo--Indonesia--Java--1910-1920', 'Java (Indonesia)--1910-1920']",Not found,https://www.loc.gov/pictures/item/2020637604/,"['Title transcribed from item.', 'No. 11710.']"
Item,2024-12-15,item-metadata-gardens\item_metadata-stereo.1s38444.json,2022645109,"Statue of Linnaeus, Humelgard Park, Stockholm, Sweden",1907-01-01,https://www.loc.gov/item/2022645109/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on publication.,https://tile.loc.gov/storage-services/service/pnp/stereo/1s30000/1s38000/1s38400/1s38444v.jpg#h=532&w=1024,[],Not found,['Sweden--1900-1910'],Not found,https://www.loc.gov/pictures/item/2022645109/,['Title transcribed from item.']
Item,2024-12-15,item-metadata-gardens\item_metadata-thc.5a50527.json,2019684989,"Gardens. Tulip garden, horizontal",1920-01-01,https://www.loc.gov/item/2019684989/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,"Publication may be restricted. For information see: ""Theodor Horydczak Collection"" https://hdl.loc.gov/loc.pnp/res.100.hory",https://tile.loc.gov/storage-services/service/pnp/thc/5a50000/5a50500/5a50527r.jpg#h=420&w=530,"['Horydczak, Theodor, approximately 1890-1971, photographer.']",Not found,"['Gardens', 'Tulips', 'United States--Washington Region']",Horydczak photograph collection (Library of Congress),https://www.loc.gov/pictures/item/2019684989/,"['Titles devised by Library staff; possibly with information from a published book illustration or from former owner.', 'Credit line: Theodor Horydczak Collection, Library of Congress, Prints and Photographs Division.', 'General information about the Theodor Horydczak Collection is available at:  https://hdl.loc.gov/loc.pnp/pp.horyd', 'Forms part of: Horydczak photograph collection (Library of Congress)', 'Temp. note: Batch three.']"
Item,2024-12-15,item-metadata-gardens\item_metadata-wtc.4a03254.json,2004707960,Water garden,1895-01-01,https://www.loc.gov/item/2004707960/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on publication.,https://tile.loc.gov/storage-services/service/pnp/wtc/4a00000/4a03000/4a03200/4a03254r.jpg#h=420&w=466,"['Jackson, William Henry, 1843-1942, photographer.']",Not found,"['Gardens', 'Lakes & ponds', 'China']","Jackson, William Henry, 1843-1942. World's Transportation Commission photograph collection (Library of Congress)",//www.loc.gov/pictures/item/2004707960/,"['Gift; William P. Meeker; 1971.', ""Forms part of: Jackson, William Henry, 1843-1942. World's Transportation Commission photograph collection (Library of Congress).""]"
